unthwck,omni,contact,hit_rate
0.23,0.55,135,0.311111111111111
0.39,0.61,135,0.325925925925926
0.09,0.3,135,0.392592592592593
0.68,0.51,135,0.333333333333333
0.03,0.65,135,0.348148148148148
0.51,0.67,136,0.360294117647059
0.54,0.73,136,0.301470588235294
0.31,0.52,136,0.301470588235294
0.9,0.74,136,0.352941176470588
0.49,0.68,136,0.323529411764706
0.65,0.63,136,0.345588235294118
1.03,0.56,137,0.335766423357664
0.93,0.52,137,0.299270072992701
0.6,0.47,137,0.291970802919708
0.74,0.77,138,0.27536231884058
0.35,0.81,138,0.369565217391304
0.7,0.58,138,0.36231884057971
0.06,0.57,138,0.376811594202899
0.85,0.71,138,0.369565217391304
0.79,0.58,138,0.311594202898551
1.03,0.6,138,0.340579710144927
0.89,0.49,138,0.282608695652174
0.89,0.5,138,0.304347826086957
0.46,0.58,138,0.376811594202899
0.64,0.45,139,0.323741007194245
0.96,0.83,139,0.273381294964029
0.19,0.56,139,0.424460431654676
0.24,0.54,139,0.359712230215827
0.11,0.42,139,0.345323741007194
0.66,0.53,139,0.201438848920863
0.61,0.76,139,0.323741007194245
0.3,0.65,140,0.278571428571429
0.29,0.53,140,0.357142857142857
0.6,0.71,140,0.342857142857143
1.2,0.68,140,0.264285714285714
0.24,0.32,140,0.378571428571429
0.49,0.49,140,0.314285714285714
0.4,0.55,140,0.328571428571429
0.52,0.45,140,0.3
0.68,0.57,140,0.328571428571429
0.26,0.42,140,0.371428571428571
1.28,0.54,140,0.342857142857143
0.03,0.43,141,0.375886524822695
0.78,0.64,141,0.375886524822695
0.38,0.5,141,0.397163120567376
0.69,0.34,141,0.347517730496454
0.11,0.28,142,0.345070422535211
0.28,0.52,142,0.359154929577465
1.15,0.73,142,0.316901408450704
1,0.71,142,0.330985915492958
0.72,0.52,142,0.26056338028169
1.12,0.83,142,0.295774647887324
1.12,0.67,143,0.258741258741259
0.71,0.75,143,0.363636363636364
0.52,0.58,143,0.307692307692308
1.2,0.45,143,0.258741258741259
0.01,0.41,143,0.342657342657343
0.34,0.49,143,0.342657342657343
0.62,0.73,144,0.263888888888889
0.87,0.73,144,0.354166666666667
0.13,0.3,144,0.340277777777778
0.68,0.61,144,0.375
0.97,0.76,144,0.263888888888889
0.8,0.74,145,0.275862068965517
0.46,0.6,145,0.337931034482759
0.88,0.61,145,0.36551724137931
0.92,0.74,145,0.262068965517241
0.93,0.66,146,0.328767123287671
0.34,0.41,146,0.315068493150685
1.01,0.64,146,0.219178082191781
1.54,0.53,146,0.205479452054795
0.7,0.78,146,0.315068493150685
1.13,0.72,146,0.280821917808219
0.13,0.67,147,0.360544217687075
0.45,0.28,147,0.380952380952381
0.97,0.33,147,0.360544217687075
1.12,0.62,147,0.26530612244898
0.09,0.39,147,0.469387755102041
0.33,0.62,147,0.353741496598639
0.91,0.71,147,0.292517006802721
0.75,0.58,148,0.337837837837838
1.65,0.66,148,0.209459459459459
1.19,0.96,148,0.27027027027027
0.78,0.4,148,0.283783783783784
1.19,0.79,148,0.25
0.97,0.52,148,0.27027027027027
0.84,0.52,148,0.304054054054054
0.65,0.46,148,0.398648648648649
0.5,0.57,149,0.322147651006711
1.09,0.57,149,0.288590604026846
0.97,0.36,149,0.268456375838926
0.39,0.74,149,0.315436241610738
1,0.53,149,0.288590604026846
1,0.43,149,0.322147651006711
0.83,0.71,150,0.3
1.01,0.74,150,0.26
0.13,0.38,150,0.406666666666667
0.82,0.49,150,0.366666666666667
0.21,0.61,150,0.266666666666667
0.78,0.72,150,0.28
0.57,0.49,150,0.233333333333333
0.75,0.77,151,0.324503311258278
0.18,0.52,151,0.324503311258278
0.8,0.4,151,0.331125827814569
0.71,0.76,151,0.344370860927152
0.35,0.83,151,0.28476821192053
0.18,0.41,151,0.28476821192053
0.81,0.41,152,0.309210526315789
0.47,0.39,152,0.335526315789474
1.07,0.45,152,0.236842105263158
0.11,0.34,152,0.361842105263158
0.84,0.43,152,0.282894736842105
1.08,0.85,152,0.328947368421053
0.06,0.5,152,0.361842105263158
1.02,0.65,153,0.209150326797386
1.21,0.59,153,0.339869281045752
1.2,0.57,154,0.246753246753247
0.83,0.49,154,0.311688311688312
0.87,0.63,154,0.266233766233766
0.95,0.78,154,0.318181818181818
0.13,0.65,154,0.285714285714286
0.19,0.35,154,0.376623376623377
0.64,0.4,154,0.318181818181818
0.67,0.54,155,0.303225806451613
1.14,0.68,155,0.245161290322581
0.21,0.88,155,0.387096774193548
0.95,0.48,155,0.341935483870968
0.49,0.5,155,0.354838709677419
0.63,0.46,155,0.361290322580645
0.82,0.67,155,0.309677419354839
0.57,0.82,155,0.296774193548387
0.07,0.45,155,0.393548387096774
0.17,0.43,156,0.397435897435897
0.78,0.34,156,0.301282051282051
0.82,0.7,156,0.301282051282051
0.71,0.56,156,0.275641025641026
0.13,0.61,157,0.318471337579618
0.81,0.5,157,0.248407643312102
1.14,0.52,157,0.280254777070064
1.03,0.8,158,0.265822784810127
0.5,0.77,158,0.341772151898734
0.62,0.79,158,0.341772151898734
1.04,0.62,158,0.253164556962025
1.16,0.65,158,0.227848101265823
1.31,0.82,158,0.278481012658228
0.94,0.64,159,0.320754716981132
0.32,0.39,159,0.327044025157233
0.78,0.56,159,0.29559748427673
1.1,0.39,159,0.245283018867925
0.37,0.53,159,0.352201257861635
0.26,0.59,160,0.3125
0.84,0.34,160,0.2625
1.06,0.6,160,0.35625
1.19,0.53,160,0.30625
0.66,0.76,161,0.273291925465838
0.03,0.54,161,0.416149068322981
0.21,0.75,161,0.322981366459627
0.75,0.62,161,0.335403726708075
0.93,0.44,161,0.329192546583851
0.8,0.55,161,0.273291925465838
1.84,0.62,161,0.15527950310559
0.83,0.7,161,0.236024844720497
0.57,0.7,162,0.308641975308642
1.31,0.76,162,0.302469135802469
0.51,0.37,162,0.32716049382716
0.74,0.65,162,0.345679012345679
0.99,0.66,163,0.312883435582822
0.25,0.54,163,0.331288343558282
1.15,0.84,163,0.226993865030675
0.9,0.67,163,0.276073619631902
0.07,0.67,163,0.368098159509202
0.61,0.56,163,0.331288343558282
1.08,0.62,163,0.282208588957055
1.42,0.51,164,0.25
1.13,0.67,164,0.23780487804878
0.88,0.43,165,0.309090909090909
0.38,0.58,165,0.363636363636364
0.82,0.71,165,0.393939393939394
0.24,0.52,165,0.296969696969697
1.36,0.85,165,0.236363636363636
0.45,0.63,165,0.363636363636364
1.14,0.75,165,0.206060606060606
0.81,0.58,166,0.36144578313253
0.18,0.34,166,0.41566265060241
0.18,0.4,166,0.373493975903614
0.41,0.48,166,0.337349397590361
0.44,0.52,166,0.313253012048193
0.57,0.56,167,0.329341317365269
0,0.62,168,0.404761904761905
0.51,0.52,168,0.339285714285714
0.74,0.35,168,0.416666666666667
0.35,0.82,168,0.285714285714286
0.25,0.62,169,0.36094674556213
0.34,0.51,169,0.372781065088757
0.93,0.47,169,0.307692307692308
0.37,0.71,169,0.313609467455621
0.41,0.37,170,0.341176470588235
1.01,0.7,170,0.305882352941176
0.77,0.61,170,0.311764705882353
0.31,0.27,170,0.347058823529412
0.08,0.5,170,0.417647058823529
0.98,0.71,170,0.258823529411765
0.77,0.71,170,0.258823529411765
0.43,0.29,170,0.382352941176471
0.79,0.49,170,0.3
1.41,0.6,170,0.282352941176471
0.74,0.74,170,0.317647058823529
1.01,0.72,171,0.304093567251462
1.14,0.73,171,0.280701754385965
0.55,0.44,171,0.309941520467836
0.83,0.41,171,0.298245614035088
1.01,0.83,171,0.309941520467836
0.42,0.49,171,0.315789473684211
0.36,0.67,171,0.269005847953216
0.82,0.54,172,0.273255813953488
0.62,0.55,172,0.313953488372093
0.06,0.49,172,0.424418604651163
1.15,0.64,172,0.366279069767442
1.04,0.54,172,0.319767441860465
0.84,0.53,172,0.302325581395349
0.21,0.64,173,0.335260115606936
1.42,0.47,173,0.283236994219653
0.94,0.37,173,0.329479768786127
1.25,0.64,173,0.294797687861272
0.06,0.55,174,0.367816091954023
0.33,0.46,174,0.408045977011494
1.79,0.7,174,0.201149425287356
0.78,0.47,174,0.350574712643678
0.48,0.46,174,0.333333333333333
0.95,0.46,174,0.304597701149425
0.52,0.28,174,0.344827586206896
0.74,0.59,174,0.310344827586207
0.19,0.52,174,0.350574712643678
1.04,0.82,174,0.32183908045977
0.41,0.5,175,0.371428571428571
1,0.84,175,0.285714285714286
0.75,0.48,175,0.257142857142857
0.75,0.74,176,0.221590909090909
0.7,0.68,176,0.295454545454545
1.08,0.49,176,0.261363636363636
0.62,0.54,176,0.346590909090909
0.44,0.7,176,0.329545454545455
0.5,0.83,176,0.357954545454545
1.54,0.66,177,0.288135593220339
0.56,0.49,177,0.31638418079096
0.89,0.37,177,0.293785310734463
0.44,0.53,177,0.299435028248588
0.9,0.69,177,0.248587570621469
1.19,0.57,177,0.288135593220339
0.83,0.42,178,0.292134831460674
0.99,0.67,178,0.308988764044944
1.14,0.47,178,0.264044943820225
1.02,0.46,178,0.331460674157303
1.3,0.7,178,0.241573033707865
1.54,0.6,179,0.256983240223464
1.04,0.59,180,0.261111111111111
0.77,0.44,180,0.388888888888889
0.24,0.42,180,0.311111111111111
0.98,0.73,180,0.205555555555556
0.28,0.57,180,0.383333333333333
1.17,0.61,180,0.283333333333333
0.94,0.48,180,0.288888888888889
0.55,0.49,181,0.359116022099447
0.45,0.62,181,0.348066298342541
0.66,0.63,181,0.314917127071823
0.1,0.5,181,0.419889502762431
0.44,0.63,181,0.348066298342541
1.19,0.51,181,0.314917127071823
0.39,0.55,182,0.357142857142857
0.95,0.59,182,0.296703296703297
1.11,0.56,182,0.269230769230769
0.86,0.63,182,0.241758241758242
0.73,0.5,183,0.33879781420765
0.81,0.78,183,0.289617486338798
0.32,0.69,183,0.366120218579235
0.71,0.74,183,0.295081967213115
0.54,0.55,184,0.347826086956522
1.18,0.61,184,0.277173913043478
0.72,0.36,185,0.351351351351351
0.21,0.83,185,0.351351351351351
0.95,0.38,186,0.274193548387097
0.71,0.4,186,0.263440860215054
0.87,0.9,186,0.354838709677419
0.24,0.69,186,0.413978494623656
0.57,0.57,187,0.3475935828877
0.55,0.8,187,0.310160427807487
0.85,0.56,187,0.27807486631016
0.74,0.42,187,0.3475935828877
0.77,0.57,187,0.32620320855615
1.13,0.57,187,0.288770053475936
0.66,0.46,187,0.299465240641711
1.31,0.77,187,0.294117647058823
0.45,0.77,187,0.32620320855615
0.73,0.79,188,0.218085106382979
0.48,0.68,188,0.297872340425532
0.96,0.51,188,0.26063829787234
0.8,0.54,188,0.276595744680851
1.52,0.77,188,0.196808510638298
0.24,0.3,188,0.308510638297872
1.12,0.74,188,0.23936170212766
0.49,0.76,189,0.248677248677249
1.19,0.74,189,0.243386243386243
0.98,0.65,189,0.291005291005291
0.98,0.43,190,0.310526315789474
0.76,0.51,190,0.315789473684211
1.05,0.63,190,0.326315789473684
1.43,0.72,190,0.247368421052632
1.14,0.51,190,0.3
0.84,0.59,190,0.331578947368421
1.19,0.87,190,0.242105263157895
0.83,0.43,190,0.3
0.93,0.48,191,0.324607329842932
0.72,0.55,191,0.282722513089005
1.1,0.83,192,0.203125
0.23,0.47,192,0.364583333333333
0.93,0.29,192,0.203125
0.67,0.78,192,0.296875
0.68,0.46,192,0.296875
0.87,0.66,192,0.3125
0.54,0.84,192,0.291666666666667
0.71,0.54,192,0.302083333333333
0.77,0.86,193,0.212435233160622
1.42,0.48,193,0.264248704663212
0.75,0.49,193,0.274611398963731
0.96,0.62,193,0.274611398963731
1.06,0.31,193,0.274611398963731
0.89,0.44,194,0.309278350515464
0.56,0.74,194,0.329896907216495
0.36,0.39,194,0.391752577319588
1.06,0.52,194,0.283505154639175
0.33,0.6,194,0.345360824742268
0.63,0.66,194,0.365979381443299
1.16,0.76,195,0.328205128205128
0.67,0.66,195,0.384615384615385
0.57,0.47,195,0.317948717948718
0.69,0.57,195,0.317948717948718
0.56,0.47,195,0.369230769230769
0.94,0.52,195,0.261538461538462
0.85,0.83,196,0.290816326530612
0.97,0.35,196,0.362244897959184
1.08,0.81,196,0.301020408163265
0.57,0.52,196,0.362244897959184
0.43,0.46,196,0.392857142857143
0.69,0.47,197,0.274111675126904
0.34,0.42,197,0.370558375634518
0.15,0.44,198,0.404040404040404
0.72,0.39,198,0.237373737373737
0.62,0.53,198,0.388888888888889
0.91,0.68,198,0.227272727272727
0.96,0.79,198,0.323232323232323
1.04,0.26,199,0.296482412060301
1.43,0.68,199,0.241206030150754
0.55,0.69,199,0.346733668341709
0.38,0.55,199,0.281407035175879
0.56,0.7,200,0.265
1.2,0.55,201,0.253731343283582
0.59,0.55,201,0.278606965174129
1.06,0.32,201,0.27363184079602
1.07,0.43,201,0.278606965174129
1.18,0.55,202,0.277227722772277
0.25,0.74,202,0.376237623762376
1.18,0.63,202,0.262376237623762
1.03,0.71,202,0.282178217821782
0.68,0.53,202,0.316831683168317
0.99,0.75,203,0.275862068965517
0.09,0.54,203,0.379310344827586
0.49,0.4,203,0.394088669950739
0.99,0.41,203,0.344827586206896
0.71,0.64,203,0.251231527093596
0.4,0.51,203,0.38423645320197
0.56,0.65,204,0.338235294117647
0.98,0.76,204,0.279411764705882
0.8,0.64,204,0.254901960784314
0.92,0.69,205,0.28780487804878
0.99,0.59,205,0.331707317073171
0.96,0.56,205,0.390243902439024
0.54,0.66,205,0.380487804878049
1.25,0.74,205,0.292682926829268
1.19,0.54,206,0.266990291262136
0.5,0.56,206,0.364077669902913
0.21,0.54,206,0.33495145631068
0.13,0.31,206,0.383495145631068
1.03,0.55,206,0.29126213592233
0.75,0.57,207,0.333333333333333
0.56,0.46,207,0.328502415458937
0.78,0.63,207,0.333333333333333
0.71,0.51,207,0.314009661835749
0.94,0.49,207,0.314009661835749
0.52,0.5,207,0.381642512077295
0.9,0.62,207,0.314009661835749
0.96,0.36,207,0.304347826086957
0.66,0.81,207,0.333333333333333
0.24,0.43,207,0.371980676328502
0.96,0.86,208,0.269230769230769
0.52,0.29,208,0.341346153846154
0.61,0.57,209,0.315789473684211
0.73,0.6,209,0.311004784688995
0.6,0.57,209,0.349282296650718
0.35,0.86,210,0.371428571428571
0.69,0.59,210,0.3
0.71,0.62,210,0.276190476190476
0.72,0.45,211,0.327014218009479
0.86,0.73,211,0.289099526066351
0.62,0.8,212,0.283018867924528
0.15,0.54,212,0.339622641509434
0.03,0.47,212,0.363207547169811
1.07,0.73,212,0.231132075471698
1,0.5,213,0.258215962441315
0.58,0.44,213,0.323943661971831
1.44,0.62,214,0.228971962616822
1.16,0.59,214,0.252336448598131
0.17,0.66,215,0.372093023255814
0.87,0.45,215,0.288372093023256
0.3,0.62,215,0.418604651162791
0.99,0.63,215,0.302325581395349
0.7,0.46,215,0.367441860465116
0.58,0.45,215,0.27906976744186
0.51,0.61,216,0.337962962962963
0,0.56,216,0.375
0.5,0.23,216,0.347222222222222
0.58,0.43,216,0.310185185185185
0.75,0.82,217,0.290322580645161
0.32,0.56,217,0.377880184331797
0.88,0.49,217,0.308755760368664
0.4,0.6,217,0.299539170506912
0.32,0.51,217,0.359447004608295
0.89,0.59,217,0.327188940092166
0.57,0.66,217,0.350230414746544
0.55,0.46,217,0.345622119815668
1.02,0.52,217,0.304147465437788
0.83,0.54,218,0.36697247706422
1.2,0.85,218,0.279816513761468
1.12,0.59,218,0.256880733944954
1.04,0.79,219,0.232876712328767
1.32,0.7,219,0.237442922374429
1.32,0.51,219,0.255707762557078
0.28,0.55,219,0.356164383561644
0.7,0.7,219,0.337899543378995
1.01,0.65,220,0.3
0.31,0.51,220,0.363636363636364
0.45,0.76,221,0.393665158371041
1.19,0.86,221,0.235294117647059
0.78,0.79,221,0.289592760180995
0.02,0.5,221,0.289592760180995
0.45,0.53,221,0.380090497737557
0.97,0.37,221,0.334841628959276
0.5,0.6,221,0.262443438914027
0.77,0.73,221,0.316742081447964
0.44,0.49,221,0.321266968325792
0.19,0.5,222,0.391891891891892
0.79,0.55,222,0.279279279279279
0.62,0.64,222,0.342342342342342
0.77,0.53,223,0.295964125560538
1.08,0.64,223,0.278026905829596
0.8,0.52,223,0.309417040358744
0.82,0.6,223,0.260089686098655
0.25,0.57,223,0.399103139013453
0.98,0.4,223,0.331838565022421
0.97,0.8,223,0.336322869955157
0.85,0.69,223,0.304932735426009
0.48,0.35,223,0.354260089686099
0.87,0.88,223,0.233183856502242
0.92,0.58,224,0.236607142857143
0.84,0.51,224,0.316964285714286
0.65,0.65,224,0.339285714285714
0.35,0.57,224,0.34375
0.92,0.72,224,0.316964285714286
0.31,0.41,224,0.339285714285714
1.17,0.51,224,0.299107142857143
0.52,0.49,224,0.388392857142857
0.13,0.47,225,0.364444444444444
0.94,0.46,225,0.288888888888889
0.9,0.87,225,0.306666666666667
0.16,0.61,226,0.380530973451327
0.99,0.47,226,0.278761061946903
0.98,0.84,227,0.325991189427313
0.75,0.45,227,0.370044052863436
0.62,0.44,228,0.359649122807018
1.24,0.65,228,0.228070175438596
0.87,0.78,228,0.214912280701754
0.54,0.31,228,0.258771929824561
0.56,0.73,228,0.359649122807018
1.05,0.59,228,0.298245614035088
0.7,0.56,229,0.25764192139738
0.47,0.64,230,0.273913043478261
1,0.76,230,0.282608695652174
0.94,0.71,230,0.295652173913043
1.04,0.55,230,0.260869565217391
0.94,0.59,230,0.239130434782609
1.23,0.74,230,0.278260869565217
0.86,0.52,231,0.311688311688312
0.16,0.66,231,0.242424242424242
1.22,0.68,232,0.245689655172414
0.03,0.55,232,0.336206896551724
1.1,0.31,232,0.288793103448276
0.55,0.5,233,0.313304721030043
1.1,0.48,233,0.278969957081545
0.68,0.5,233,0.313304721030043
0.4,0.46,233,0.40343347639485
0.99,0.65,233,0.343347639484979
0.19,0.49,234,0.363247863247863
0.81,0.54,234,0.32051282051282
1.17,0.65,234,0.235042735042735
0.14,0.43,234,0.333333333333333
1.01,0.67,234,0.282051282051282
1.16,0.43,236,0.35593220338983
0.48,0.85,236,0.300847457627119
0.87,0.82,236,0.266949152542373
0.81,0.35,236,0.317796610169492
0.44,0.39,236,0.35593220338983
1,0.61,236,0.279661016949152
0.96,0.3,237,0.316455696202532
0.87,0.52,237,0.274261603375527
0.93,0.41,237,0.345991561181435
0.17,0.57,237,0.434599156118143
0.85,0.84,237,0.316455696202532
0.81,0.7,237,0.308016877637131
0.73,0.51,238,0.294117647058823
0.15,0.62,238,0.285714285714286
0.19,0.63,238,0.323529411764706
0.34,0.56,238,0.319327731092437
0.68,0.81,240,0.3375
0.53,0.8,240,0.366666666666667
1.1,0.66,240,0.258333333333333
0.8,0.67,240,0.254166666666667
1.07,0.7,240,0.275
0.18,0.76,240,0.379166666666667
0.96,0.6,240,0.3125
1.27,0.62,241,0.311203319502075
0.12,0.51,241,0.340248962655602
0.96,0.45,241,0.269709543568465
0.36,0.55,242,0.347107438016529
0.07,0.6,242,0.347107438016529
0.95,0.4,242,0.301652892561983
0.38,0.54,242,0.28099173553719
0.78,0.33,242,0.396694214876033
0.64,0.64,242,0.309917355371901
0.35,0.55,243,0.362139917695473
0.15,0.57,243,0.362139917695473
0.79,0.63,243,0.296296296296296
0.8,0.53,244,0.30327868852459
0.2,0.46,244,0.327868852459016
0.31,0.39,244,0.348360655737705
0.76,0.48,244,0.286885245901639
0.18,0.61,244,0.372950819672131
0,0.64,245,0.395918367346939
0.18,0.67,246,0.353658536585366
1.65,0.64,246,0.264227642276423
1.16,0.71,247,0.299595141700405
0.07,0.56,247,0.327935222672065
0.11,0.49,247,0.384615384615385
1.05,0.7,247,0.283400809716599
0.89,0.81,247,0.259109311740891
0.61,0.75,248,0.294354838709677
0.22,0.47,248,0.294354838709677
0.67,0.61,248,0.306451612903226
0.51,0.59,249,0.377510040160643
0.78,0.55,249,0.329317269076305
0.46,0.5,249,0.341365461847389
0.18,0.56,249,0.349397590361446
0.93,0.45,250,0.272
0.63,0.8,250,0.352
0.35,0.46,250,0.328
0.17,0.54,251,0.378486055776892
0.82,0.34,251,0.342629482071713
0.6,0.66,251,0.314741035856574
0.25,0.55,252,0.321428571428571
0.89,0.66,252,0.325396825396825
0.91,0.67,253,0.284584980237154
0.11,0.52,253,0.399209486166008
1.14,0.69,254,0.307086614173228
0.21,0.51,254,0.362204724409449
0.85,0.63,254,0.31496062992126
0.83,0.47,255,0.329411764705882
0.85,0.4,255,0.266666666666667
1.26,0.63,255,0.294117647058823
0.51,0.42,255,0.368627450980392
0.93,0.6,255,0.352941176470588
0.93,0.57,255,0.290196078431373
0.38,0.56,255,0.337254901960784
0.58,0.65,255,0.298039215686274
0.76,0.47,256,0.33203125
0.97,0.31,256,0.28515625
0.56,0.75,256,0.37109375
1.26,0.62,257,0.272373540856031
0.77,0.38,257,0.299610894941634
0.28,0.37,257,0.361867704280156
1.07,0.53,258,0.228682170542636
0.63,0.44,258,0.302325581395349
0.44,0.73,258,0.352713178294574
0.55,0.6,258,0.317829457364341
0.35,0.58,259,0.28957528957529
0.89,0.78,259,0.359073359073359
0.18,0.47,259,0.32046332046332
0.47,0.58,259,0.343629343629344
1.55,0.66,259,0.162162162162162
0.73,0.73,260,0.265384615384615
0.93,0.36,260,0.25
0.84,0.72,260,0.315384615384615
1.17,0.49,260,0.273076923076923
0.27,0.55,261,0.383141762452107
1.21,0.74,261,0.306513409961686
1.26,0.57,261,0.264367816091954
1.03,0.78,261,0.226053639846743
0.8,0.51,262,0.320610687022901
0.72,0.63,262,0.312977099236641
0.48,0.45,262,0.374045801526718
0.48,0.56,262,0.255725190839695
1.21,0.47,262,0.290076335877863
0.37,0.39,263,0.368821292775665
1.3,0.71,263,0.29277566539924
1.15,0.76,264,0.265151515151515
0.96,0.59,265,0.286792452830189
0.85,0.58,265,0.324528301886792
0.26,0.54,265,0.384905660377358
0.66,0.79,265,0.358490566037736
0.65,0.4,265,0.316981132075472
0.49,0.73,265,0.347169811320755
1.24,0.68,265,0.283018867924528
0.7,0.8,266,0.300751879699248
0.67,0.76,266,0.31203007518797
0.73,0.68,266,0.263157894736842
0.99,0.31,267,0.337078651685393
0.51,0.56,267,0.352059925093633
0.65,0.54,268,0.354477611940298
0.49,0.7,268,0.335820895522388
0.77,0.4,268,0.291044776119403
0.56,0.39,268,0.291044776119403
1.2,0.8,269,0.241635687732342
0.53,0.37,269,0.338289962825279
0.5,0.72,269,0.390334572490706
1.32,0.74,269,0.241635687732342
0.21,0.43,269,0.386617100371747
0.21,0.73,269,0.342007434944238
0.86,0.53,269,0.315985130111524
0.18,0.63,270,0.314814814814815
0.39,0.68,270,0.348148148148148
0.66,0.59,270,0.307407407407407
0.44,0.51,270,0.32962962962963
1.03,0.57,270,0.381481481481482
1.07,0.77,270,0.288888888888889
0.3,0.49,270,0.307407407407407
1.16,0.77,271,0.287822878228782
0.01,0.32,271,0.354243542435424
0.31,0.67,271,0.33210332103321
0.19,0.65,272,0.334558823529412
1.26,0.66,272,0.227941176470588
0.45,0.43,272,0.319852941176471
0.37,0.7,272,0.375
0.97,0.58,272,0.290441176470588
1.52,0.74,273,0.21978021978022
0.88,0.48,273,0.32967032967033
1,0.51,273,0.274725274725275
0.16,0.64,273,0.395604395604396
0.47,0.67,274,0.324817518248175
0.26,0.48,275,0.32
0.96,0.55,275,0.316363636363636
0.28,0.5,276,0.333333333333333
0.07,0.35,276,0.373188405797101
0.21,0.7,276,0.384057971014493
1.01,0.45,277,0.285198555956679
0.75,0.73,277,0.324909747292419
0.82,0.8,277,0.285198555956679
0.87,0.59,277,0.259927797833935
0.34,0.36,278,0.348920863309352
0.85,0.79,278,0.334532374100719
0.32,0.5,278,0.276978417266187
0.88,0.46,279,0.265232974910394
0.88,0.45,279,0.333333333333333
0.93,0.71,279,0.333333333333333
0.54,0.58,279,0.365591397849462
0.6,0.69,279,0.261648745519713
0.7,0.44,279,0.387096774193548
0.34,0.46,280,0.303571428571429
0.7,0.6,280,0.303571428571429
1.02,0.61,280,0.264285714285714
0.02,0.57,280,0.35
1.12,0.84,280,0.217857142857143
1.05,0.67,281,0.288256227758007
0.81,0.45,281,0.330960854092527
0.89,0.65,281,0.302491103202847
0.27,0.44,281,0.284697508896797
0.96,0.65,281,0.320284697508897
0.92,0.73,282,0.294326241134752
0.07,0.49,282,0.351063829787234
0.32,0.54,282,0.329787234042553
0.28,0.48,282,0.347517730496454
0.23,0.49,283,0.360424028268551
0.53,0.74,283,0.34982332155477
1.19,0.58,283,0.183745583038869
1.27,0.59,284,0.309859154929577
0.44,0.61,284,0.352112676056338
0.84,0.49,284,0.242957746478873
0.22,0.57,284,0.387323943661972
0.42,0.47,285,0.305263157894737
0.35,0.54,285,0.4
0.48,0.47,285,0.329824561403509
0.62,0.58,286,0.36013986013986
0.31,0.58,286,0.346153846153846
1.05,0.75,286,0.230769230769231
0.99,0.52,286,0.297202797202797
0.64,0.77,286,0.286713286713287
0.74,0.44,287,0.320557491289199
0.68,0.54,287,0.313588850174216
0.93,0.59,287,0.271777003484321
0.44,0.57,287,0.35191637630662
0.66,0.69,287,0.331010452961672
1.23,0.7,287,0.261324041811847
0.81,0.51,287,0.362369337979094
0.91,0.59,287,0.285714285714286
0.97,0.65,288,0.309027777777778
0.85,0.34,288,0.3125
0.93,0.56,288,0.305555555555556
0.93,0.73,289,0.30795847750865
0.51,0.6,289,0.304498269896194
0.88,0.53,289,0.304498269896194
0.86,0.65,289,0.356401384083045
1.2,0.48,289,0.242214532871972
0.22,0.6,289,0.366782006920415
0.17,0.55,290,0.313793103448276
1.13,0.68,290,0.313793103448276
0.42,0.64,291,0.264604810996564
0.76,0.66,291,0.34020618556701
0.84,0.48,292,0.311643835616438
0.74,0.62,292,0.277397260273973
1.19,0.6,292,0.256849315068493
0.79,0.33,293,0.337883959044369
0.79,0.52,293,0.307167235494881
0.38,0.44,294,0.32312925170068
0.81,0.62,294,0.316326530612245
0.37,0.47,294,0.350340136054422
0.25,0.48,295,0.352542372881356
0.15,0.58,296,0.293918918918919
1.26,0.54,296,0.290540540540541
1.24,0.57,296,0.27027027027027
0.77,0.83,297,0.326599326599327
0.75,0.43,297,0.323232323232323
1.19,0.73,298,0.261744966442953
0.6,0.45,298,0.379194630872483
0.97,0.64,299,0.294314381270903
0.85,0.59,299,0.334448160535117
0.01,0.48,300,0.443333333333333
0.74,0.54,300,0.283333333333333
0.55,0.42,300,0.41
0.55,0.7,301,0.318936877076412
0.95,0.61,301,0.275747508305648
0.07,0.5,301,0.362126245847176
0.55,0.73,302,0.311258278145695
1.26,0.6,302,0.28476821192053
0.54,0.54,302,0.377483443708609
0.59,0.51,302,0.394039735099338
0.57,0.67,303,0.270627062706271
0.49,0.54,303,0.382838283828383
0.74,0.6,303,0.33993399339934
1.12,0.6,303,0.3003300330033
0.92,0.5,303,0.280528052805281
0.71,0.39,305,0.324590163934426
1.23,0.69,305,0.331147540983607
1.21,0.82,306,0.284313725490196
1.16,0.74,306,0.274509803921569
0.96,0.39,307,0.293159609120521
0.18,0.28,307,0.351791530944625
1.2,0.46,307,0.241042345276873
0.8,0.33,307,0.358306188925081
0.41,0.51,308,0.314935064935065
0.7,0.83,308,0.324675324675325
0.55,0.86,308,0.301948051948052
0.24,0.39,308,0.373376623376623
0.66,0.57,308,0.25974025974026
0.2,0.47,309,0.414239482200647
0.96,0.8,309,0.300970873786408
0.87,0.58,310,0.293548387096774
0.21,0.67,310,0.341935483870968
0.3,0.48,311,0.321543408360129
0.56,0.5,311,0.32475884244373
0.92,0.75,311,0.334405144694534
0.93,0.39,311,0.302250803858521
0.14,0.37,312,0.426282051282051
0.47,0.59,312,0.294871794871795
0.73,0.43,312,0.275641025641026
0.55,0.91,313,0.300319488817891
0.19,0.51,314,0.382165605095541
1.01,0.75,314,0.277070063694267
0.55,0.61,314,0.331210191082803
0.55,0.52,314,0.35031847133758
