unthwck,omni,contact,hit_rate
1.19,0.81,683,0.266471449487555
1.07,0.6,684,0.292397660818713
0.99,0.37,685,0.353284671532847
0.77,0.56,685,0.313868613138686
1.06,0.51,685,0.338686131386861
0.85,0.44,686,0.309037900874636
1.01,0.88,686,0.288629737609329
0.57,0.41,687,0.33042212518195
1.19,0.49,688,0.3125
0.85,0.48,689,0.346879535558781
1.04,0.57,691,0.280752532561505
0.48,0.79,692,0.332369942196532
0.71,0.66,692,0.278901734104046
0.21,0.5,693,0.346320346320346
0.4,0.53,694,0.353025936599424
0.38,0.72,694,0.30835734870317
1.21,0.6,697,0.262553802008608
0.94,0.68,698,0.313753581661891
1.06,0.54,698,0.297994269340974
1.06,0.58,699,0.333333333333333
0.94,0.7,700,0.277142857142857
0.83,0.44,701,0.282453637660485
0.45,0.83,702,0.336182336182336
0.37,0.45,703,0.339971550497866
1.15,0.58,703,0.253200568990043
0.85,0.5,705,0.302127659574468
0.77,0.48,706,0.322946175637394
1.22,0.84,706,0.230878186968838
0.41,0.36,707,0.31966053748232
0.39,0.72,712,0.370786516853933
1.14,0.6,715,0.317482517482517
0.78,0.36,716,0.342178770949721
0.62,0.48,716,0.375698324022346
0.95,0.74,716,0.310055865921788
0.69,0.55,717,0.278940027894003
0.85,0.37,719,0.310152990264256
0.36,0.51,720,0.3375
0.95,0.56,720,0.291666666666667
0.82,0.43,722,0.321329639889197
1.19,0.71,722,0.277008310249307
0.79,0.53,723,0.300138312586445
0.31,0.57,725,0.348965517241379
0.55,0.77,726,0.365013774104683
0.93,0.67,727,0.297111416781293
1.26,0.61,727,0.262723521320495
1.01,0.71,731,0.274965800273598
0.73,0.55,731,0.347469220246238
0.65,0.42,732,0.330601092896175
0.93,0.51,734,0.287465940054496
0.49,0.45,735,0.327891156462585
0.74,0.67,738,0.313008130081301
0.46,0.73,740,0.312162162162162
0.2,0.48,742,0.377358490566038
0.25,0.49,744,0.330645161290323
0.99,0.68,744,0.295698924731183
0.58,0.56,745,0.320805369127517
0.55,0.53,746,0.337801608579088
1.19,0.7,749,0.271028037383178
1.04,0.63,752,0.287234042553191
1.14,0.46,752,0.315159574468085
0.85,0.41,752,0.289893617021277
0.62,0.61,753,0.318725099601594
0.41,0.53,754,0.343501326259947
0.54,0.52,755,0.294039735099338
0.73,0.56,755,0.299337748344371
0.7,0.52,757,0.373844121532365
0.07,0.47,758,0.344327176781003
0.76,0.54,759,0.316205533596838
1.16,0.55,760,0.289473684210526
0.55,0.54,761,0.339027595269382
0.77,0.51,761,0.318002628120893
0.8,0.83,765,0.291503267973856
0.8,0.63,768,0.317708333333333
0.89,0.41,768,0.333333333333333
0.56,0.45,768,0.307291666666667
1.12,0.63,770,0.272727272727273
1.03,0.84,771,0.272373540856031
0.03,0.44,772,0.375647668393782
0.09,0.41,772,0.367875647668394
0.94,0.51,772,0.316062176165803
0.86,0.87,772,0.272020725388601
0.87,0.75,776,0.269329896907216
0.85,0.35,777,0.317889317889318
1.22,0.74,778,0.268637532133676
0.58,0.58,778,0.311053984575835
0.98,0.68,779,0.277278562259307
0.89,0.48,780,0.3
0.94,0.58,780,0.306410256410256
0.92,0.52,781,0.327784891165173
0.35,0.52,781,0.353393085787452
0.42,0.44,782,0.347826086956522
0.47,0.6,784,0.362244897959184
0.51,0.9,784,0.323979591836735
0.17,0.38,784,0.368622448979592
0.4,0.58,784,0.316326530612245
1.03,0.59,786,0.291348600508906
0.8,0.49,788,0.314720812182741
1.13,0.5,789,0.273764258555133
0.54,0.42,790,0.346835443037975
0.33,0.41,790,0.350632911392405
0.77,0.59,792,0.308080808080808
0.11,0.56,793,0.345523329129886
0.97,0.75,794,0.297229219143577
0.79,0.51,796,0.336683417085427
0.21,0.49,797,0.337515683814304
0.81,0.6,798,0.317042606516291
0.24,0.44,798,0.389724310776942
1.05,0.57,800,0.25375
0.8,0.58,801,0.299625468164794
0.98,0.87,801,0.31585518102372
0.69,0.48,804,0.312189054726368
0.95,0.63,804,0.302238805970149
0.74,0.41,804,0.332089552238806
1.01,0.47,807,0.318463444857497
0.63,0.67,808,0.309405940594059
0.87,0.7,808,0.282178217821782
0.18,0.69,809,0.34610630407911
0.3,0.5,809,0.34610630407911
0.19,0.47,809,0.343634116192831
0.77,0.8,812,0.304187192118227
0.8,0.39,813,0.313653136531365
1.01,0.73,816,0.274509803921569
0.86,0.88,817,0.26438188494492
0.58,0.55,817,0.307221542227662
0.47,0.49,820,0.336585365853659
0.02,0.53,820,0.318292682926829
0.56,0.43,823,0.342648845686513
0.84,0.66,825,0.272727272727273
0.86,0.51,825,0.317575757575758
0.16,0.68,828,0.332125603864734
0.93,0.49,830,0.286746987951807
0.58,0.54,832,0.329326923076923
0.54,0.72,833,0.320528211284514
0.36,0.57,833,0.316926770708283
0.87,0.64,834,0.294964028776978
0.71,0.57,835,0.282634730538922
0.51,0.5,836,0.344497607655502
0.26,0.43,838,0.362768496420048
0.3,0.45,838,0.329355608591885
0.49,0.56,840,0.339285714285714
1.05,0.43,843,0.329774614472123
0.93,0.64,844,0.319905213270142
0.95,0.51,845,0.326627218934911
0.63,0.57,845,0.289940828402367
0.83,0.45,850,0.34
0.56,0.35,851,0.350176263219741
0.85,0.31,853,0.308323563892145
0.46,0.61,854,0.323185011709602
0.77,0.49,859,0.317811408614668
1.14,0.55,861,0.293844367015099
0.46,0.59,864,0.34375
0.68,0.47,865,0.330635838150289
0.87,0.54,865,0.30635838150289
0.37,0.48,866,0.340646651270208
1.05,0.65,868,0.279953917050691
0.97,0.74,869,0.271576524741082
0.45,0.48,870,0.352873563218391
0.44,0.5,870,0.319540229885057
0.7,0.5,871,0.331802525832377
0.77,0.58,871,0.308840413318025
0.82,0.63,873,0.304696449026346
0.88,0.54,874,0.304347826086957
0.8,0.36,874,0.326086956521739
0.77,0.68,878,0.291571753986333
0.76,0.59,879,0.324232081911263
0.09,0.52,883,0.337485843714609
0.71,0.6,885,0.327683615819209
0.54,0.59,885,0.366101694915254
1.03,0.67,887,0.282976324689966
0.76,0.49,888,0.326576576576577
0.82,0.52,889,0.323959505061867
0.44,0.59,891,0.359147025813692
0.07,0.54,898,0.363028953229399
0.98,0.78,900,0.288888888888889
0.49,0.67,905,0.317127071823204
0.56,0.56,905,0.295027624309392
0.82,0.55,909,0.335533553355335
0.13,0.58,910,0.330769230769231
0.45,0.54,911,0.351262349066959
0.58,0.64,912,0.315789473684211
0.84,0.58,914,0.331509846827133
0.28,0.53,917,0.35659760087241
0.47,0.41,918,0.315904139433551
0.84,0.56,919,0.28835690968444
0.56,0.53,919,0.328618063112078
0.3,0.46,921,0.356134636264929
0.55,0.74,924,0.314935064935065
0.49,0.6,924,0.352813852813853
0.78,0.45,926,0.30561555075594
0.82,0.58,928,0.318965517241379
1.04,0.51,928,0.310344827586207
0.23,0.51,929,0.354144241119483
0.94,0.55,932,0.289699570815451
0.49,0.72,935,0.344385026737968
0.81,0.66,936,0.284188034188034
0.93,0.53,937,0.299893276414087
0.5,0.52,938,0.380597014925373
1.05,0.66,941,0.28586609989373
0.3,0.56,941,0.34750265674814
0.85,0.61,943,0.317073170731707
0.42,0.43,946,0.406976744186047
0.58,0.7,948,0.285864978902954
0.4,0.47,948,0.348101265822785
0.87,0.61,949,0.319283456269758
0.8,0.57,950,0.313684210526316
0.46,0.67,952,0.369747899159664
0.18,0.43,960,0.360416666666667
0.52,0.6,960,0.352083333333333
0.88,0.6,967,0.356773526370217
0.09,0.6,971,0.357363542739444
0.81,0.61,973,0.318602261048304
0.81,0.56,975,0.325128205128205
0.66,0.52,976,0.327868852459016
0.48,0.43,981,0.338430173292559
0.85,0.43,984,0.296747967479675
1.05,0.51,992,0.321572580645161
0.85,0.65,994,0.322937625754527
0.5,0.55,995,0.320603015075377
0.94,0.45,996,0.298192771084337
0.26,0.44,1007,0.340615690168818
0.82,0.53,1009,0.306243805748266
0.49,0.41,1021,0.364348677766895
0.72,0.59,1023,0.291300097751711
0.45,0.61,1031,0.328806983511154
0.27,0.43,1032,0.372093023255814
0.83,0.5,1034,0.312379110251451
1.02,0.59,1037,0.276759884281581
0.65,0.53,1038,0.322736030828516
1.19,0.64,1041,0.266090297790586
0.84,0.44,1043,0.328859060402685
0.73,0.41,1045,0.332057416267943
0.55,0.76,1051,0.305423406279734
0.9,0.63,1054,0.302656546489564
0.55,0.66,1065,0.301408450704225
0.45,0.3,1069,0.344246959775491
0.58,0.61,1069,0.316183348924228
0.16,0.59,1076,0.33271375464684
0.78,0.39,1082,0.328096118299446
1.16,0.35,1084,0.284132841328413
1.05,0.5,1088,0.307904411764706
0.71,0.52,1089,0.303030303030303
1.01,0.32,1090,0.331192660550459
0.13,0.54,1093,0.387008234217749
0.81,0.57,1093,0.31747483989021
0.81,0.63,1101,0.326975476839237
0.36,0.62,1106,0.335443037974683
0.78,0.54,1106,0.293851717902351
0.78,0.51,1108,0.296931407942238
0.95,0.45,1111,0.302430243024302
0.15,0.37,1119,0.375335120643432
0.13,0.55,1120,0.3625
0.88,0.52,1120,0.3125
0.93,0.58,1121,0.293487957181088
0.73,0.48,1122,0.327094474153298
0.57,0.48,1123,0.325022261798753
0.78,0.43,1127,0.314995563442768
1.03,0.68,1130,0.29646017699115
0.94,0.38,1131,0.318302387267904
0.26,0.38,1135,0.382378854625551
0.47,0.48,1143,0.347331583552056
0.24,0.6,1159,0.34167385677308
0.24,0.46,1161,0.349698535745047
0.74,0.52,1161,0.347975882859604
0.55,0.3,1170,0.322222222222222
0.72,0.57,1171,0.326216908625107
0.78,0.49,1176,0.302721088435374
0.71,0.58,1178,0.305602716468591
0.29,0.6,1181,0.322607959356478
1.02,0.53,1184,0.297297297297297
1.13,0.61,1186,0.284148397976391
0.7,0.55,1188,0.310606060606061
0.85,0.49,1189,0.317073170731707
0.76,0.68,1192,0.312080536912752
0.28,0.35,1199,0.367806505421184
0.62,0.62,1199,0.347789824854045
0.79,0.5,1203,0.331670822942643
1.03,0.66,1207,0.283347141673571
0.77,0.55,1208,0.308774834437086
0.77,0.45,1216,0.293585526315789
1.15,0.79,1218,0.261083743842365
0.56,0.57,1230,0.327642276422764
0.54,0.57,1231,0.309504467912266
0.66,0.74,1249,0.319455564451561
0.53,0.4,1260,0.33015873015873
1.01,0.5,1266,0.322274881516588
0.85,0.42,1267,0.303867403314917
0.58,0.46,1269,0.339637509850276
0.82,0.45,1272,0.29874213836478
1.14,0.67,1274,0.290423861852433
0.58,0.62,1290,0.310077519379845
0.14,0.32,1302,0.382488479262673
0.5,0.49,1309,0.333078686019862
0.99,0.42,1311,0.318077803203661
0.62,0.57,1312,0.326219512195122
0.73,0.53,1316,0.324468085106383
0.56,0.51,1318,0.340667678300455
0.11,0.55,1322,0.371406959152799
0.85,0.51,1327,0.311228334589299
0.62,0.49,1350,0.332592592592593
0.65,0.51,1351,0.353811991117691
0.24,0.47,1356,0.368731563421829
0.95,0.5,1357,0.327192336035372
0.3,0.52,1368,0.329678362573099
0.01,0.43,1375,0.380363636363636
0.74,0.5,1383,0.321041214750542
0.73,0.77,1405,0.281850533807829
0.51,0.53,1419,0.328400281888654
0.48,0.44,1424,0.320224719101124
0.45,0.6,1426,0.321879382889201
0.77,0.7,1428,0.315126050420168
0.45,0.5,1429,0.343596920923723
0.49,0.46,1447,0.347615756738079
0.8,0.59,1451,0.301860785665059
0.2,0.6,1452,0.330578512396694
0.81,0.59,1455,0.316838487972509
0.56,0.41,1465,0.356313993174061
0.48,0.55,1481,0.322079675894666
0.96,0.49,1490,0.309395973154362
0.62,0.59,1490,0.32751677852349
0.51,0.65,1490,0.322818791946309
0.62,0.5,1491,0.344064386317907
0.7,0.57,1498,0.303738317757009
1.04,0.53,1506,0.310092961487384
1.22,0.73,1507,0.268745852687459
0.38,0.52,1533,0.348336594911937
0.48,0.49,1535,0.349837133550489
0.78,0.5,1539,0.327485380116959
1.18,0.57,1540,0.287662337662338
0.5,0.53,1548,0.343669250645995
0.87,0.84,1582,0.283817951959545
0.76,0.45,1589,0.329767149150409
0.95,0.71,1671,0.288450029922202
0.3,0.6,1671,0.333931777378815
0.7,0.59,1691,0.301596688350089
0.82,0.51,1700,0.317647058823529
1.05,0.55,1712,0.271028037383178
0.29,0.66,1721,0.323067983730389
0.4,0.5,1757,0.356289129197496
1.06,0.5,1761,0.315161839863714
0.82,0.61,1782,0.286195286195286
0.17,0.65,1805,0.360664819944598
0.46,0.57,1864,0.327789699570815
0.61,0.66,1870,0.317112299465241
0.49,0.71,1889,0.302805717310746
0.73,0.54,1918,0.299270072992701
0.73,0.59,1973,0.31728332488596
0.36,0.61,2052,0.335769980506823
0.71,0.5,2345,0.336460554371002
0.35,0.69,2444,0.3379705400982
0.77,0.5,2495,0.304208416833667
0.5,0.76,2678,0.325242718446602
0.13,0.68,2743,0.340503098796938
